S.no,Instagram name,Name,Subscribers,Audience country,Authentic engagement,Engagement average,Category_1,Category_2,Engagement Rate,High Engagement,Primary Category,Subscriber Tier,Subscribers_scaled,Authentic engagement_scaled,Engagement average_scaled
247,jairmessiasbolsonaro,Jair M. Bolsonaro,21300000.0,brazil,452800.0,628900.0,finance & economics,business & careers,2.1258215962441316,0,finance & economics,Mid,0.035615935377271896,0.035653543307086616,0.04695321258822972
248,britneyspears,Britney Spears,42200000.0,united states,222700.0,309700.0,unknown,unknown,0.5277251184834123,0,unknown,Mid,0.07398568019093078,0.017535433070866142,0.021751488259723034
249,janhvikapoor,Janhvi Kapoor,18500000.0,india,581100.0,693300.0,lifestyle,cinema & actors/actresses,3.141081081081081,1,lifestyle,Mid,0.030475491096016157,0.045755905511811024,0.05203777100538458
250,tinistoessel,LaTripleT,18600000.0,argentina,514799.99999999994,690500.0,unknown,unknown,2.7677419354838704,1,unknown,Mid,0.03065907839177529,0.040535433070866135,0.05181670324811698
251,lukamodric10,Luka Modric,24800000.0,spain,349000.0,511300.0,sports with a ball,unknown,1.407258064516129,0,sports with a ball,Mid,0.042041490728841564,0.02748031496062992,0.03766836678299042
252,anushkasen0408,Anushka Sen,38600000.0,india,282700.0,330300.0,cinema & actors/actresses,unknown,0.7323834196891192,0,cinema & actors/actresses,Mid,0.06737653754360198,0.02225984251968504,0.023377915331048965
253,min9yu_k,김민규,7600000.0,indonesia,1400000.0,1700000.0,unknown,unknown,18.421052631578945,1,unknown,Micro,0.010464475858270608,0.11023622047244094,0.13151952502013295
254,keerthysureshofficial,Keerthy Suresh,13600000.0,india,805000.0,921100.0,beauty,cinema & actors/actresses,5.919117647058823,1,beauty,Mid,0.021479713603818614,0.06338582677165354,0.0700232121145131
255,samoylovaoxana,Samoylova Oxana,15300000.0,russia,603400.0,818100.0,family,lifestyle,3.9437908496732024,1,family,Mid,0.024600697631723886,0.04751181102362205,0.06189107675788343
256,juandediospantoja,JD PANTOJA 🇲🇽,22600000.0,mexico,479400.0,547600.0,cinema & actors/actresses,unknown,2.1212389380530974,0,cinema & actors/actresses,Mid,0.038002570222140625,0.03774803149606299,0.04053435235042398
257,sidmalhotra,Sidharth Malhotra,20600000.0,india,478200.0,595500.0,cinema & actors/actresses,modeling,2.321359223300971,1,cinema & actors/actresses,Mid,0.03433082430695796,0.03765354330708661,0.044316190055109034
258,avneetkaur_13,Avneet Kaur Official,32500000.0,india,308500.0,375800.0,cinema & actors/actresses,unknown,0.9492307692307692,0,cinema & actors/actresses,Mid,0.05617771250229484,0.024291338582677166,0.02697026638664751
259,garethbale11,Gareth Bale,48100000.0,spain,160600.0,251800.0,sports with a ball,unknown,0.3338877338877339,0,sports with a ball,Mid,0.08481733064071967,0.012645669291338583,0.017180122850510824
260,yellow_3to3,REN JUN,6300000.0,indonesia,1600000.0,2000000.0,lifestyle,unknown,25.396825396825395,1,lifestyle,Micro,0.008077841013401872,0.12598425196850394,0.15520535615594752
261,lilyjcollins,Lily Collins,26900000.0,united states,300900.0,448000.0,cinema & actors/actresses,unknown,1.1185873605947956,0,cinema & actors/actresses,Mid,0.045896823939783365,0.023692913385826773,0.03267065641333355
262,luissuarez9,Luis Suárez,44300000.0,brazil,179900.0,269700.0,sports with a ball,unknown,0.40609480812641086,0,sports with a ball,Mid,0.07784101340187259,0.014165354330708662,0.018593377441614427
263,realbarbarapalvin,Barbara Palvin,18200000.0,russia,483400.0,652300.0,modeling,fashion,2.656043956043956,1,modeling,Mid,0.029924729208738756,0.038062992125984255,0.048800707416823255
264,johnnyjsuh,Johnny Suh,8800000.0,indonesia,1000000.0,1400000.0,lifestyle,unknown,11.363636363636363,1,lifestyle,Micro,0.01266752340738021,0.07874015748031496,0.1078336938843184
265,lizgillz,Elizabeth Gillies,14100000.0,mexico,578900.0,838100.0,cinema & actors/actresses,unknown,4.105673758865248,1,cinema & actors/actresses,Mid,0.02239765008261428,0.04558267716535433,0.06347013216693774
266,fedez,FEDEZ,14400000.0,italy,593000.0,820400.0,unknown,unknown,4.118055555555555,1,unknown,Mid,0.022948411969891683,0.04669291338582677,0.06207266812992468
267,keniaos,Kenia Os,13900000.0,mexico,655100.0,851800.0,unknown,unknown,4.7129496402877695,1,unknown,Mid,0.022030475491096015,0.05158267716535433,0.06455178512213994
268,liluzivert,Lil Uzi Vert,16399999.999999998,united states,392800.0,722900.0,unknown,unknown,2.3951219512195125,1,unknown,Mid,0.02662015788507435,0.030929133858267715,0.05437477301078495
269,_zyozyo,JIHYO,6700000.0,indonesia,1400000.0,1800000.0,lifestyle,unknown,20.8955223880597,1,lifestyle,Micro,0.008812190196438406,0.11023622047244094,0.13941480206540446
270,heybiblee,이성경,14500000.0,indonesia,598200.0,807600.0,modeling,unknown,4.125517241379311,1,modeling,Mid,0.023131999265650818,0.04710236220472441,0.06106207266812992
271,thehughjackman,thehughjackman,30500000.0,united states,338100.0,384400.0,cinema & actors/actresses,unknown,1.1085245901639345,0,cinema & actors/actresses,Mid,0.05250596658711217,0.026622047244094487,0.02764926021254086
272,marvel,Marvel Entertainment,66400000.00000001,united states,148000.0,175500.0,cinema & actors/actresses,shows,0.2228915662650602,0,cinema & actors/actresses,Mega,0.1184138057646411,0.011653543307086614,0.011156026464968655
273,nicki.nicole,nicki.nicole,12500000.0,argentina,630000.0,931600.0,unknown,unknown,5.04,1,unknown,Mid,0.019460253350468148,0.049606299212598425,0.07085221620426661
274,yoona__lim,yoona__lim,13900000.0,indonesia,700100.0,837600.0,cinema & actors/actresses,unknown,5.036690647482015,1,cinema & actors/actresses,Mid,0.022030475491096015,0.055125984251968504,0.06343065578171138
275,ananyapanday,Ananya 💛💫,23700000.0,india,419700.0,490200.0,cinema & actors/actresses,unknown,1.770886075949367,0,cinema & actors/actresses,Mid,0.0400220304754911,0.03304724409448819,0.036002463326438125
276,pubity,Pubity,31800000.0,united states,249300.0,364500.0,humor & fun & happiness,unknown,0.7839622641509434,0,humor & fun & happiness,Mid,0.05489260143198091,0.01962992125984252,0.026078100080531824
277,mr_faisu_07,FAISAL SHAIKH,28300000.0,india,322900.0,411800.0,modeling,cinema & actors/actresses,1.1409893992932862,0,modeling,Mid,0.04846704608041123,0.0254251968503937,0.029812566122945253
278,marshmello,marshmello,29500000.0,united states,267100.0,385900.0,unknown,unknown,0.9054237288135594,0,unknown,Mid,0.05067009362952084,0.021031496062992126,0.027767689368219932
279,tigerjackieshroff,Tiger Shroff,35600000.0,india,263700.0,321300.0,cinema & actors/actresses,unknown,0.7407303370786517,0,cinema & actors/actresses,Mid,0.06186891867082798,0.020763779527559055,0.02266734039697453
280,_imyour_joy,Joy,14200000.0,indonesia,670100.0,801000.0,lifestyle,unknown,4.719014084507042,1,lifestyle,Mid,0.022581237378373416,0.052763779527559056,0.060540984383142
281,iansomerhalder,iansomerhalder,23400000.0,united states,326200.0,487600.0,cinema & actors/actresses,unknown,1.394017094017094,0,cinema & actors/actresses,Mid,0.0394712685882137,0.025685039370078742,0.03579718612326106
282,trippieredd,555,13100000.0,united states,443100.0,868900.0,unknown,unknown,3.3824427480916035,1,unknown,Mid,0.020561777125022947,0.03488976377952756,0.06590187749688137
283,sachintendulkar,Sachin Tendulkar,35600000.0,india,264200.0,316700.0,sports with a ball,lifestyle,0.7421348314606742,0,sports with a ball,Mid,0.06186891867082798,0.020803149606299212,0.02230415765289204
284,perrieedwards,Perrie Edwards 🖤,15900000.0,brazil,456600.0,712500.0,modeling,unknown,2.871698113207547,1,modeling,Mid,0.025702221406278685,0.035952755905511814,0.05355366419807671
285,ashishchanchlani,Ashish Chanchlani,14600000.0,india,621800.0,760300.0,cinema & actors/actresses,unknown,4.258904109589041,1,cinema & actors/actresses,Mid,0.02331558656140995,0.048960629921259845,0.057327606625716496
286,iammichelemorroneofficial,Michele Morrone,15300000.0,brazil,498400.0,714900.0,lifestyle,cinema & actors/actresses,3.257516339869281,1,lifestyle,Mid,0.024600697631723886,0.039244094488188976,0.053743150847163225
287,dannapaola,Danna Paola,34800000.0,mexico,216100.0,313300.0,unknown,unknown,0.6209770114942529,0,unknown,Mid,0.06040022030475491,0.017015748031496063,0.02203571823335281
288,bhuvan.bam22,Bhuvan Bam,14800000.0,india,594900.0,736500.0,cinema & actors/actresses,unknown,4.019594594594595,1,cinema & actors/actresses,Mid,0.02368276115292822,0.04684251968503937,0.05544853068894187
289,cbum,Chris Bumstead,10100000.0,united states,646300.0,1100000.0,fitness & gym,unknown,6.399009900990099,1,fitness & gym,Mid,0.015054158252248944,0.05088976377952756,0.08414786274850385
290,psg,Paris Saint-Germain,62400000.0,brazil,103200.0,172200.0,sports with a ball,unknown,0.16538461538461538,0,sports with a ball,Mega,0.11107031393427574,0.008125984251968504,0.010895482322474696
291,mina_sr_my,미나 (MINA),6600000.0,indonesia,1400000.0,1700000.0,unknown,unknown,21.21212121212121,1,unknown,Micro,0.008628602900679273,0.11023622047244094,0.13151952502013295
292,marvelstudios,Marvel Studios,38300000.0,india,249500.0,279600.0,cinema & actors/actresses,unknown,0.6514360313315928,0,cinema & actors/actresses,Mid,0.06682577565632458,0.019645669291338583,0.019375009869096307
293,tenlee_1001,TEN_+•10,9900000.0,indonesia,860900.0,1100000.0,unknown,unknown,8.695959595959597,1,unknown,Micro,0.014686983660730677,0.06778740157480315,0.08414786274850385
294,mirella,BAD MI ⚡️ MIRELLA,27000000.0,brazil,188100.0,396400.0,unknown,unknown,0.6966666666666667,0,unknown,Mid,0.046080411235542504,0.014811023622047245,0.02859669345797344
295,greeicy,Greeicy,21400000.0,colombia,371700.0,498800.0,shows,cinema & actors/actresses,1.7369158878504674,0,shows,Mid,0.03579952267303103,0.029267716535433072,0.036681457152331474
296,winmetawin,Win Metawin O.,14100000.0,philippines,673600.0,761700.0,lifestyle,unknown,4.777304964539007,1,lifestyle,Mid,0.02239765008261428,0.053039370078740156,0.057438140504350296
297,anuel,“REAL HASTA LA MUERTE”,29400000.0,spain,239800.0,366500.0,unknown,unknown,0.8156462585034014,0,unknown,Mid,0.050486506333761706,0.018881889763779528,0.026236005621437256
298,mont.pantoja,MONT,12400000.0,mexico,717700.0,853800.0,unknown,unknown,5.787903225806452,1,unknown,Mid,0.019276666054709013,0.056511811023622044,0.06470969066304537
299,alidaei,Ali Daei,9100000.0,iran,722800.0,1200000.0,sports with a ball,unknown,7.942857142857143,1,sports with a ball,Micro,0.013218285294657609,0.056913385826771655,0.09204313979377536
300,jheneaiko,Jhené Aiko Efuru Chilombo 🔮,15000000.0,united states,399500.0,700700.0,unknown,unknown,2.663333333333333,1,unknown,Mid,0.024049935744446485,0.03145669291338583,0.05262202150673467
301,urvashirautela,Urvashi Rautela,54200000.0,india,164400.0,194400.0,cinema & actors/actresses,unknown,0.3033210332103321,0,cinema & actors/actresses,Mega,0.0960161556820268,0.01294488188976378,0.012648233826524974
302,imsebastianstan,Sebastian Stan,9400000.0,united states,941300.0,1100000.0,shows,cinema & actors/actresses,10.013829787234043,1,shows,Micro,0.01376904718193501,0.07411811023622047,0.08414786274850385
303,larasilva,Lara Silva ⚠️,17400000.0,brazil,386600.0,596800.0,shows,adult content,2.22183908045977,1,shows,Mid,0.028456030842665687,0.030440944881889764,0.044418828656697565
304,brunamarquezine,Bruna Marquezine,43100000.0,brazil,139500.0,242000.0,cinema & actors/actresses,unknown,0.3236658932714617,0,cinema & actors/actresses,Mid,0.07563796585276299,0.010984251968503937,0.016406385700074216
305,manurios,Manu Rios,11000000.0,mexico,553300.0,933000.0,shows,unknown,5.029999999999999,1,shows,Mid,0.016706443914081145,0.04356692913385827,0.07096275008290041
306,nct127,NCT 127 Official Instagram,14300000.0,indonesia,582800.0,720400.0,unknown,unknown,4.0755244755244755,1,unknown,Mid,0.02276482467413255,0.04588976377952756,0.05417739108465316
307,ross_lynch,Ross Shor Lynch,10900000.0,united states,468500.0,935600.0,cinema & actors/actresses,unknown,4.298165137614679,1,cinema & actors/actresses,Mid,0.01652285661832201,0.03688976377952756,0.07116802728607746
308,asaprocky,GRIM,15000000.0,united states,405600.0,678200.0,unknown,unknown,2.704,1,unknown,Mid,0.024049935744446485,0.031937007874015745,0.05084558417154858
309,maya_hawke,Maya Hawke,10100000.0,united states,723100.0,1000000.0,cinema & actors/actresses,unknown,7.159405940594059,1,cinema & actors/actresses,Mid,0.015054158252248944,0.056937007874015746,0.07625258570323233
310,nusr_et,Nusr_et#Saltbae,47700000.0,turkey,144600.0,212800.0,food & cooking,unknown,0.3031446540880503,0,food & cooking,Mid,0.08408298145768313,0.011385826771653543,0.014100964802854932
311,neslihanatagul,Neslihan Atagül Doğulu,13500000.0,turkey,608900.0,776600.0,cinema & actors/actresses,modeling,4.51037037037037,1,cinema & actors/actresses,Mid,0.021296126308059483,0.04794488188976378,0.058614536784095755
312,arigameplays,ARIGAMEPLAYS,11500000.0,mexico,727800.0,873800.0,lifestyle,cinema & actors/actresses,6.328695652173913,1,lifestyle,Mid,0.017624380392876813,0.057307086614173226,0.06628874607209967
313,hi_sseulgi,슬기 Seulgi,12600000.0,indonesia,634200.0,794900.0,modeling,unknown,5.033333333333333,1,modeling,Mid,0.019643840646227283,0.04993700787401575,0.06005937248338044
314,whinderssonnunes,Whindersson Nunes,58800000.0,brazil,111200.0,171900.0,humor & fun & happiness,unknown,0.1891156462585034,0,humor & fun & happiness,Mega,0.10446117128694694,0.008755905511811024,0.01087179649133888
315,bellathorne,BELLA,25400000.0,united states,232300.0,389700.0,unknown,unknown,0.9145669291338582,0,unknown,Mid,0.04314301450339637,0.018291338582677164,0.02806770989594025
316,nct_dream,NCT DREAM OFFICIAL,10400000.0,indonesia,845000.0,944000.0,modeling,fashion,8.125,1,modeling,Mid,0.015604920139526345,0.06653543307086614,0.07183123055788028
317,burakozcivit,Burak Özçivit,22000000.0,turkey,371500.0,451100.0,cinema & actors/actresses,unknown,1.6886363636363637,0,cinema & actors/actresses,Mid,0.03690104644758583,0.029251968503937006,0.032915410001736964
318,luisasonza,LUÍSA SONZA,30300000.0,brazil,205600.0,325900.0,lifestyle,unknown,0.6785478547854785,0,lifestyle,Mid,0.0521387919955939,0.016188976377952757,0.02303052314105702
319,xeesoxee,한소희,9700000.0,indonesia,784200.0,1000000.0,lifestyle,unknown,8.084536082474227,1,lifestyle,Micro,0.014319809069212411,0.06174803149606299,0.07625258570323233
320,wwiinn_7,WINWIN,7400000.0,indonesia,1100000.0,1300000.0,unknown,unknown,14.864864864864865,1,unknown,Micro,0.01009730126675234,0.08661417322834646,0.09993841683904688
321,paulolondra,Paulo londra,13700000.0,argentina,451000.0,704900.0,unknown,unknown,3.291970802919708,1,unknown,Mid,0.02166330089957775,0.035511811023622046,0.052953623142636075
322,sofiacarson,Sofia Carson,20300000.0,brazil,350600.0,475300.0,cinema & actors/actresses,unknown,1.7270935960591132,0,cinema & actors/actresses,Mid,0.03378006241968056,0.027606299212598426,0.034826067046692666
323,michaelbjordan,Michael B. Jordan,18700000.0,united states,310200.0,514500.0,cinema & actors/actresses,unknown,1.6588235294117646,0,cinema & actors/actresses,Mid,0.030842665687534424,0.0244251968503937,0.0379210156484391
324,hannahstocking,Hannah Stocking,22700000.0,united states,297500.0,422800.0,modeling,unknown,1.3105726872246697,0,modeling,Mid,0.03818615751789976,0.023425196850393702,0.030681046597925123
325,sza,SZA,12600000.0,united states,451500.0,763300.0,unknown,unknown,3.5833333333333335,1,unknown,Mid,0.019643840646227283,0.0355511811023622,0.05756446493707464
326,anguscloud,Angus Cloud,8000000.0,united states,720100.0,1200000.0,unknown,unknown,9.001249999999999,1,unknown,Micro,0.01119882504130714,0.056700787401574804,0.09204313979377536
327,jy_piece,유정연,5500000.0,brazil,1400000.0,1700000.0,unknown,unknown,25.454545454545453,1,unknown,Micro,0.006609142647328804,0.11023622047244094,0.13151952502013295
328,nba,NBA,70600000.0,united states,81900.0,132600.0,sports with a ball,unknown,0.11600566572237961,0,sports with a ball,Mega,0.1261244721865247,0.006448818897637795,0.007768952612547174
329,auba,Pierre-Emerick Aubameyang,13300000.0,united kingdom,445000.0,708600.0,sports with a ball,unknown,3.3458646616541357,1,sports with a ball,Mid,0.020928951716541216,0.03503937007874016,0.05324574839331112
330,kevindebruyne,Kevin De Bruyne,18900000.0,united kingdom,320300.0,495700.0,sports with a ball,unknown,1.6947089947089946,0,sports with a ball,Mid,0.03120984027905269,0.025220472440944882,0.03643670356392806
331,juanpazurita,Juanpa Zurita,30300000.0,mexico,214900.0,306100.0,cinema & actors/actresses,unknown,0.7092409240924092,0,cinema & actors/actresses,Mid,0.0521387919955939,0.016921259842519683,0.02146725828609326
332,haechanahceah,HAECHAN,4600000.0,indonesia,1800000.0,2000000.0,unknown,unknown,39.130434782608695,1,unknown,Micro,0.0049568569854966035,0.14173228346456693,0.15520535615594752
333,chaeyo.0,채영 (CHAEYOUNG),6900000.0,philippines,1200000.0,1400000.0,lifestyle,unknown,17.391304347826086,1,lifestyle,Micro,0.009179364787956673,0.09448818897637795,0.1078336938843184
334,aron.piper,ARON🌜🌞,13600000.0,brazil,356400.0,671500.0,lifestyle,unknown,2.6205882352941177,1,lifestyle,Mid,0.021479713603818614,0.028062992125984253,0.050316600609515386
335,hassan_reyvandi,hasan reyvandi حسن ریوندی,19700000.0,iran,337900.0,466900.0,cinema & actors/actresses,humor & fun & happiness,1.715228426395939,0,cinema & actors/actresses,Mid,0.03267853864512576,0.026606299212598425,0.03416286377488986
336,aespa_official,aespa 에스파,9500000.0,indonesia,674800.0,970400.0,unknown,unknown,7.1031578947368414,1,unknown,Micro,0.013952634477694143,0.053133858267716536,0.07391558369783195
337,rohitsharma45,Rohit Sharma,24900000.0,india,324400.0,366300.0,sports with a ball,lifestyle,1.3028112449799198,0,sports with a ball,Mid,0.042225078024600696,0.025543307086614172,0.026220215067346713
338,belindapop,Beli,15600000.0,mexico,405600.0,581100.0,unknown,unknown,2.6,1,unknown,Mid,0.025151459519001284,0.031937007874015745,0.043179270160589936
339,dahhyunnee,다현 (DAHYUN),6300000.0,brazil,1300000.0,1500000.0,unknown,unknown,20.634920634920633,1,unknown,Micro,0.008077841013401872,0.10236220472440945,0.11572897092958992
340,shaq,DR. SHAQUILLE O'NEAL Ed.D.,26700000.0,united states,258100.00000000003,338500.0,humor & fun & happiness,sports with a ball,0.9666666666666667,0,humor & fun & happiness,Mid,0.0455296493482651,0.020322834645669294,0.02402532804876123
341,kimjuncotton,SUHO,10300000.0,indonesia,732400.0,873700.0,lifestyle,unknown,7.110679611650486,1,lifestyle,Mid,0.015421332843767212,0.05766929133858268,0.0662808507950544
342,thenotoriousmma,Conor McGregor Official,46100000.0,united states,134400.0,194900.0,fitness & gym,unknown,0.2915401301518438,0,fitness & gym,Mid,0.081145584725537,0.010582677165354331,0.01268771021175133
343,bighit_ent,BigHit Music Updates,12900000.0,indonesia,564000.0,694900.0,unknown,unknown,4.372093023255814,1,unknown,Mid,0.02019460253350468,0.044409448818897634,0.052164095438108925
344,rauwalejandro,RAULEETO,15100000.0,spain,411100.0,596200.0,unknown,unknown,2.722516556291391,1,unknown,Mid,0.024233523040205616,0.03237007874015748,0.044371456994425934
345,klrahul,KL Rahul👑,13000000.0,india,538000.0,687100.0,sports with a ball,unknown,4.138461538461539,1,sports with a ball,Mid,0.020378189829263815,0.04236220472440945,0.051548263828577745
346,duki,Ya Supiste,10600000.0,argentina,541700.0,833900.0,unknown,unknown,5.110377358490567,1,unknown,Mid,0.015972094731044613,0.042653543307086615,0.06313853053103634
347,sophiet,S O P H I E T U R N E R,14700000.0,united states,445600.0,599100.0,cinema & actors/actresses,unknown,3.031292517006803,1,cinema & actors/actresses,Mid,0.023499173857169084,0.035086614173228343,0.04460042002873881
348,chiaraferragni,Chiara Ferragni ✨,27800000.0,italy,189800.0,315200.0,beauty,unknown,0.6827338129496403,0,beauty,Mid,0.04754910960161557,0.01494488188976378,0.022185728497212967
349,toni.kr8s,Toni Kroos,35100000.0,germany,184000.0,249900.0,sports with a ball,unknown,0.5242165242165242,0,sports with a ball,Mid,0.060950982192032314,0.014488188976377953,0.017030112586650666
350,sureshraina3,Suresh Raina,21000000.0,india,369300.0,416600.0,modeling,unknown,1.7585714285714285,0,modeling,Mid,0.035065173489994494,0.029078740157480316,0.030191539421118286
353,michelleobama,Michelle Obama,50800000.0,united states,156100.0,174600.0,finance & economics,business & careers,0.3072834645669291,0,finance & economics,Mega,0.08977418762621626,0.012291338582677166,0.011084968971561212
357,ratantata,Ratan Tata,6800000.0,india,1100000.0,1300000.0,business & careers,unknown,16.176470588235293,1,business & careers,Micro,0.00899577749219754,0.08661417322834646,0.09993841683904688
358,charles_leclerc,Charles Leclerc,8700000.0,italy,763700.0,1000000.0,racing sports,unknown,8.77816091954023,1,racing sports,Micro,0.012483936111621076,0.060133858267716535,0.07625258570323233
359,alexandradaddario,alexandra daddario,22500000.0,india,313100.0,382600.0,cinema & actors/actresses,unknown,1.3915555555555557,0,cinema & actors/actresses,Mid,0.03781898292638149,0.024653543307086613,0.02750714522572597
360,m_kayoung,MUN KA YOUNG,8600000.0,indonesia,765100.0,1000000.0,cinema & actors/actresses,unknown,8.896511627906976,1,cinema & actors/actresses,Micro,0.012300348815861943,0.06024409448818897,0.07625258570323233
361,joeyking,Joey King,19100000.0,brazil,313900.0,449300.0,cinema & actors/actresses,modeling,1.6434554973821989,0,cinema & actors/actresses,Mid,0.031577014870570956,0.024716535433070865,0.03277329501492207
362,stephencurry30,Wardell Curry,45900000.0,united states,140000.0,187300.0,sports with a ball,family,0.30501089324618735,0,sports with a ball,Mid,0.08077841013401872,0.011023622047244094,0.012087669156310694
363,houseofhighlights,House of Highlights,36100000.0,united states,130000.0,238100.0,sports with a ball,unknown,0.3601108033240997,0,sports with a ball,Mid,0.06278685514962365,0.010236220472440945,0.016098469895308627
364,lizasoberano,Liza Soberano,17500000.0,philippines,410300.0,489400.0,beauty,cinema & actors/actresses,2.3445714285714283,1,beauty,Mid,0.028639618138424822,0.032307086614173225,0.035939301110075955
365,jadepicon,JADE 🌪,20900000.0,brazil,187700.0,412900.0,modeling,fashion,0.8980861244019138,0,modeling,Mid,0.034881586194235356,0.014779527559055119,0.029899414170443242
366,wow_kimsohyun,김소현,12400000.0,indonesia,592100.0,681200.0,cinema & actors/actresses,modeling,4.775,1,cinema & actors/actresses,Mid,0.019276666054709013,0.04662204724409449,0.05108244248290673
367,todayis_wendy,Wendy,7100000.0,indonesia,992000.0,1200000.0,lifestyle,unknown,13.971830985915492,1,lifestyle,Micro,0.00954653937947494,0.07811023622047245,0.09204313979377536
368,caradelevingne,Cara Delevingne,42800000.0,united states,137400.0,192700.0,modeling,cinema & actors/actresses,0.3210280373831776,0,modeling,Mid,0.07508720396548559,0.010818897637795276,0.012514014116755358
369,c.syresmith,Jaden Smith,19200000.0,united states,275400.0,426200.0,cinema & actors/actresses,lifestyle,1.434375,0,cinema & actors/actresses,Mid,0.03176060216633009,0.02168503937007874,0.03094948601746435
370,darshanravaldz,Darshan Raval #BaarishonMein,15300000.0,india,438600.0,529900.0,unknown,unknown,2.8666666666666667,1,unknown,Mid,0.024600697631723886,0.034535433070866144,0.03913688831341092
371,eminem,Marshall Mathers,36500000.0,iran,171400.0,221200.0,cinema & actors/actresses,unknown,0.46958904109589045,0,cinema & actors/actresses,Mid,0.06352120433266017,0.013496062992125983,0.01476416807465774
372,lildurk,DURKIOOO,14200000.0,united states,203200.0,573000.0,unknown,unknown,1.4309859154929576,0,unknown,Mid,0.022581237378373416,0.016,0.04253975271992294
373,khabib_nurmagomedov,Хабиб Нурмагомедов,33600000.0,russia,168000.0,235800.0,fitness & gym,unknown,0.5,0,fitness & gym,Mid,0.05819717275564531,0.013228346456692913,0.015916878523267383
374,barackobama,Barack Obama,35400000.0,united states,191200.0,225100.0,finance & economics,business & careers,0.5401129943502825,0,finance & economics,Mid,0.06150174407930971,0.01505511811023622,0.01507208387942333
375,liltjay,TJAYYYY 🖤,7600000.0,united states,575800.0,1100000.0,lifestyle,unknown,7.576315789473684,1,lifestyle,Micro,0.010464475858270608,0.045338582677165354,0.08414786274850385
376,9gag,9GAG: Go Fun The World,58100000.0,indonesia,105200.0,134600.0,humor & fun & happiness,unknown,0.1810671256454389,0,humor & fun & happiness,Mega,0.103176060216633,0.008283464566929135,0.007926858153452605
377,fabriziorom,Fabrizio Romano,10700000.0,italy,418500.0,724500.0,literature & journalism,shows,3.9112149532710276,1,literature & journalism,Mid,0.016155682026803744,0.03295275590551181,0.05450109744350929
378,ksi,KSI,12100000.0,united kingdom,459500.0,645300.0,unknown,unknown,3.797520661157025,1,unknown,Mid,0.018725904167431615,0.036181102362204724,0.04824803802365425
379,nattinatasha,NATTI NATASHA,35900000.0,mexico,179200.0,215000.0,cinema & actors/actresses,unknown,0.4991643454038997,0,cinema & actors/actresses,Mid,0.06241968055810538,0.01411023622047244,0.014274660897850906
380,andressasuita,Andressa Suita,15800000.0,brazil,296200.0,491300.0,modeling,unknown,1.8746835443037975,0,modeling,Mid,0.025518634110519554,0.023322834645669293,0.03608931137393611
381,_mariahwasa,HWASA,8300000.000000001,brazil,725700.0,936400.0,unknown,unknown,8.743373493975902,1,unknown,Micro,0.011749586928584544,0.057141732283464565,0.07123118950243965
382,lestykejora,Lestikejora,25900000.0,indonesia,230300.0,298500.0,unknown,unknown,0.8891891891891892,0,unknown,Mid,0.04406095098219203,0.018133858267716536,0.020867217230652622
383,lilyachty,C.V T,10400000.0,united states,363100.0,740100.0,humor & fun & happiness,lifestyle,3.491346153846154,1,humor & fun & happiness,Mid,0.015604920139526345,0.02859055118110236,0.05573276066257165
384,nba_youngboy,PAIN REAL.🩸,10600000.0,united states,387500.0,749800.0,unknown,unknown,3.6556603773584904,1,unknown,Mid,0.015972094731044613,0.03051181102362205,0.056498602535962984
385,ssinz7,박신혜/Shin Hye Park,13800000.0,indonesia,449900.0,552800.0,cinema & actors/actresses,unknown,3.260144927536232,1,cinema & actors/actresses,Mid,0.021846888195336884,0.0354251968503937,0.040944906756778095
386,dntlrdl,CHOIWOOSHIK,6900000.0,indonesia,850600.0,1100000.0,lifestyle,unknown,12.327536231884057,1,lifestyle,Micro,0.009179364787956673,0.0669763779527559,0.08414786274850385
387,wizkidayo,BIG WIZ🦅,15200000.0,nigeria,264700.0,513900.0,unknown,unknown,1.7414473684210525,0,unknown,Mid,0.02441711033596475,0.02084251968503937,0.03787364398616747
388,alfinetei,Alfinetadas Dos Famosos 📌,21800000.0,brazil,155200.0,348800.0,humor & fun & happiness,unknown,0.7119266055045872,0,humor & fun & happiness,Mid,0.03653387185606756,0.012220472440944883,0.0248385415844242
389,gianlucavacchi,Gianluca Vacchi,22500000.0,brazil,216300.0,332700.0,lifestyle,unknown,0.9613333333333333,0,lifestyle,Mid,0.03781898292638149,0.017031496062992126,0.02356740198013548
390,yuu_taa_1026,YUTA 悠太,8500000.0,indonesia,684000.0,895700.0,unknown,unknown,8.047058823529412,1,unknown,Micro,0.012116761520102808,0.053858267716535436,0.06801781174501413
391,kunaguero,Sergio Leonel Agüero,23800000.0,argentina,181600.0,314100.0,sports with a ball,unknown,0.7630252100840336,0,sports with a ball,Mid,0.04020561777125023,0.014299212598425197,0.022098880449714982
392,prillylatuconsina96,Prilly Latuconsina,49200000.0,indonesia,107800.0,151700.0,cinema & actors/actresses,unknown,0.21910569105691055,0,cinema & actors/actresses,Mid,0.08683679089407013,0.008488188976377953,0.009276950528194034
393,kjapa,KJ Apa,18500000.0,united states,279800.0,399800.0,cinema & actors/actresses,unknown,1.5124324324324323,0,cinema & actors/actresses,Mid,0.030475491096016157,0.022031496062992127,0.028865132877512672
