S.no,Instagram name,Name,Subscribers,Audience country,Authentic engagement,Engagement average,Category_1,Category_2,Engagement Rate,High Engagement,Primary Category,Subscriber Tier,Subscribers_scaled,Authentic engagement_scaled,Engagement average_scaled
498,obj,Odell Beckham Jr,16399999.999999998,united states,182600.0,347600.0,sports with a ball,unknown,1.1134146341463416,0,sports with a ball,Mid,0.02662015788507435,0.014377952755905511,0.02474379825988094
499,bernardokath,Kathryn Bernardo 🐘,17400000.0,philippines,270700.0,326200.0,beauty,cinema & actors/actresses,1.5557471264367815,0,beauty,Mid,0.028456030842665687,0.02131496062992126,0.023054208972192833
500,simonemendes,Simone Mendes,35500000.0,brazil,128000.0,161500.0,unknown,unknown,0.36056338028169016,0,unknown,Mid,0.06168533137506885,0.010078740157480314,0.010050687678630644
501,gisele,Gisele Bündchen,19700000.0,brazil,194800.0,289500.0,modeling,fashion,0.9888324873096446,0,modeling,Mid,0.03267853864512576,0.015338582677165355,0.020156642296578188
502,ana_d_armas,A N A   D E   A R M A S,7900000.0,united states,533300.0,721400.0,cinema & actors/actresses,unknown,6.7506329113924055,1,cinema & actors/actresses,Micro,0.011015237745548008,0.04199212598425197,0.054256343855105874
503,nazriyafahadh,Nazriya Nazim Fahadh,6400000.0,india,666100.0,892300.0,lifestyle,cinema & actors/actresses,10.407812499999999,1,lifestyle,Micro,0.008261428309161005,0.0524488188976378,0.0677493723254749
504,rachel_mypark,박민영 Minyoung Park,10300000.0,indonesia,433500.0,540000.0,cinema & actors/actresses,unknown,4.20873786407767,1,cinema & actors/actresses,Mid,0.015421332843767212,0.03413385826771653,0.03993431129498334
505,phil.coutinho,Philippe Coutinho,24900000.0,brazil,136700.0,222100.0,sports with a ball,unknown,0.548995983935743,0,sports with a ball,Mid,0.042225078024600696,0.010763779527559055,0.014835225568065184
506,nicholasgalitzine,Nicholas Galitzine,4099999.9999999995,brazil,817700.0,1400000.0,cinema & actors/actresses,unknown,19.94390243902439,1,cinema & actors/actresses,Micro,0.004038920506700935,0.06438582677165354,0.1078336938843184
507,sound_of_coups,COUPS,4500000.0,indonesia,986300.0,1300000.0,unknown,unknown,21.91777777777778,1,unknown,Micro,0.00477326968973747,0.07766141732283464,0.09993841683904688
508,cocielo,Júlio Cocielo Estaniecki,19200000.0,brazil,182400.0,285600.0,cinema & actors/actresses,unknown,0.95,0,cinema & actors/actresses,Mid,0.03176060216633009,0.014362204724409449,0.019848726491812598
509,julesleblanc,julianna,9800000.0,united states,392300.0,567700.0,shows,unknown,4.003061224489795,1,shows,Micro,0.014503396364971544,0.030889763779527558,0.042121303036523554
510,anjimaxuofficially,Anjali Arora,11900000.0,india,363200.0,464800.0,lifestyle,cinema & actors/actresses,3.0521008403361343,1,lifestyle,Mid,0.018358729575913346,0.028598425196850394,0.03399706295693916
511,kit.connor,Kit Connor,4500000.0,united states,734800.0,1200000.0,cinema & actors/actresses,humor & fun & happiness,16.32888888888889,1,cinema & actors/actresses,Micro,0.00477326968973747,0.05785826771653543,0.09204313979377536
512,jackharlow,jackharlow,6900000.0,united states,425900.0,795100.0,lifestyle,humor & fun & happiness,6.172463768115942,1,lifestyle,Micro,0.009179364787956673,0.03353543307086614,0.060075163037470986
513,euphoria,euphoria,7800000.0,united states,434300.0,700800.0,photography,cinema & actors/actresses,5.567948717948719,1,photography,Micro,0.010831650449788875,0.03419685039370079,0.05262991678377994
514,lucasranngel,LUCAS RANGEL,20100000.0,brazil,121400.0,268800.0,lifestyle,unknown,0.6039800995024875,0,lifestyle,Mid,0.03341288782816229,0.009559055118110235,0.018522319948206984
515,briandadeyanara,BRIANDA 💖,13500000.0,mexico,337500.0,396300.0,lifestyle,unknown,2.5,1,lifestyle,Mid,0.021296126308059483,0.0265748031496063,0.02858879818092817
516,daquan,Daquan,16700000.0,united states,207300.0,319700.0,humor & fun & happiness,unknown,1.2413173652694611,0,humor & fun & happiness,Mid,0.027170919772351754,0.01632283464566929,0.022541015964250184
517,sommerray,Sommer Ray,26300000.0,united states,129500.0,203200.0,modeling,unknown,0.4923954372623574,0,modeling,Mid,0.04479530016522856,0.010196850393700788,0.013343018206508867
518,theshilpashetty,Shilpa Shetty Kundra,26500000.0,india,173500.0,201600.0,cinema & actors/actresses,unknown,0.6547169811320754,0,cinema & actors/actresses,Mid,0.04516247475674683,0.013661417322834647,0.013216693773784522
519,charlieputh,Charlie Puth,16700000.0,united states,222800.0,316700.0,unknown,unknown,1.334131736526946,0,unknown,Mid,0.027170919772351754,0.017543307086614172,0.02230415765289204
520,golfarahani,Golshifteh Farahani,13700000.0,iran,301700.0,388900.0,cinema & actors/actresses,unknown,2.2021897810218976,0,cinema & actors/actresses,Mid,0.02166330089957775,0.023755905511811025,0.028004547679578076
521,choquei,CHOQUEI,17500000.0,brazil,97100.0,301600.0,literature & journalism,unknown,0.5548571428571428,0,literature & journalism,Mid,0.028639618138424822,0.0076456692913385825,0.02111197081905604
522,kingbach,King Bach,23100000.0,united states,113300.0,227200.0,cinema & actors/actresses,modeling,0.4904761904761905,0,cinema & actors/actresses,Mid,0.038920506700936296,0.008921259842519685,0.01523788469737403
523,dra.deolanebezerra,Deolane Bezerra ⚖️,15000000.0,brazil,163600.0,351300.0,beauty,lifestyle,1.0906666666666667,0,beauty,Mid,0.024049935744446485,0.012881889763779528,0.025035923510555985
524,lexibrookerivera,Lexi Rivera,8500000.0,united states,512000.0,640500.0,shows,humor & fun & happiness,6.023529411764706,1,shows,Micro,0.012116761520102808,0.04031496062992126,0.04786906472548122
525,yooncy1,윤찬영 Yoon chanyoung,4900000.0,south korea,904700.0,1100000.0,lifestyle,unknown,18.463265306122448,1,lifestyle,Micro,0.005507618872774004,0.07123622047244095,0.08414786274850385
526,k.kbeom,김범 kimbum,5400000.0,indonesia,798400.0,977100.0,unknown,unknown,14.785185185185185,1,unknown,Micro,0.006425555351569671,0.06286614173228347,0.07444456725986515
527,angelinajolie,Angelina Jolie,13600000.0,brazil,232400.0,384900.0,unknown,unknown,1.7088235294117646,0,unknown,Mid,0.021479713603818614,0.018299212598425197,0.027688736597767216
528,liamhemsworth,Liam Hemsworth,13000000.0,united states,280900.0,398900.0,cinema & actors/actresses,unknown,2.1607692307692306,0,cinema & actors/actresses,Mid,0.020378189829263815,0.022118110236220474,0.02879407538410523
529,klaythompson,Klay Thompson,13400000.0,united states,267500.0,388800.0,sports with a ball,lifestyle,1.996268656716418,0,sports with a ball,Mid,0.021112539012300348,0.021062992125984253,0.027996652402532806
530,caviarmagnat,Anton Tregubov,15100000.0,russia,239300.0,345900.0,lifestyle,unknown,1.5847682119205297,0,lifestyle,Mid,0.024233523040205616,0.01884251968503937,0.024609578550111325
531,melissamelmaia,MEL MAIA 🍯,13500000.0,brazil,211400.0,383000.0,unknown,unknown,1.5659259259259257,0,unknown,Mid,0.021296126308059483,0.016645669291338584,0.027538726333907058
532,soohyun_k216,김수현 Kim Soo Hyun 金秀賢,13900000.0,indonesia,304800.0,371000.0,unknown,unknown,2.1928057553956837,0,unknown,Mid,0.022030475491096015,0.024,0.026591293088474476
533,yerimiese,Yeri,10700000.0,indonesia,386700.0,478900.0,lifestyle,unknown,3.614018691588785,1,lifestyle,Mid,0.016155682026803744,0.030448818897637796,0.035110297020322444
534,superstar_dewasi99,SUPERSTARDEWASI 99,13500000.0,india,241700.0,381800.0,cinema & actors/actresses,unknown,1.7903703703703704,0,cinema & actors/actresses,Mid,0.021296126308059483,0.019031496062992127,0.0274439830093638
535,d_degeaofficial,David De Gea,13800000.0,united kingdom,264200.0,373900.0,sports with a ball,unknown,1.9144927536231884,0,sports with a ball,Mid,0.021846888195336884,0.020803149606299212,0.026820256122787347
536,urstrulymahesh,Mahesh Babu,8800000.0,india,534100.0,588000.0,cinema & actors/actresses,unknown,6.069318181818182,1,cinema & actors/actresses,Micro,0.01266752340738021,0.04205511811023622,0.04372404427671367
537,angeldimariajm,Ángel Di María,18500000.0,argentina,186700.0,275200.0,sports with a ball,unknown,1.0091891891891893,0,sports with a ball,Mid,0.030475491096016157,0.014700787401574803,0.01902761767910436
538,fuckjerry,FUCKJERRY,16800000.0,united states,236600.0,306000.0,humor & fun & happiness,unknown,1.4083333333333332,0,humor & fun & happiness,Mid,0.027354507068110885,0.01862992125984252,0.021459363009047987
539,__youngbae__,TAEYANG,13600000.0,indonesia,331000.0,373900.0,unknown,unknown,2.4338235294117645,1,unknown,Mid,0.021479713603818614,0.02606299212598425,0.026820256122787347
540,d_a___m_i,KIM DA MI,4600000.0,indonesia,900000.0,1100000.0,unknown,unknown,19.565217391304348,1,unknown,Micro,0.0049568569854966035,0.07086614173228346,0.08414786274850385
541,salmahayek,Salma Hayek Pinault,21600000.0,united states,189100.0,233800.0,cinema & actors/actresses,unknown,0.875462962962963,0,cinema & actors/actresses,Mid,0.03616669726454929,0.014889763779527559,0.015758972982361952
542,lakers,Los Angeles Lakers,20200000.0,united states,161700.0,247900.0,sports with a ball,unknown,0.8004950495049505,0,sports with a ball,Mid,0.03359647512392142,0.012732283464566929,0.016872207045745234
543,actorsuriya,Suriya Sivakumar,5400000.0,india,733800.0,952300.0,cinema & actors/actresses,unknown,13.588888888888889,1,cinema & actors/actresses,Micro,0.006425555351569671,0.05777952755905512,0.07248653855263781
544,yugyeom,KYUM,11500000.0,brazil,364600.0,437400.0,cinema & actors/actresses,unknown,3.170434782608696,1,cinema & actors/actresses,Mid,0.017624380392876813,0.028708661417322836,0.031833757046534766
545,dindahw,Dinda Hauw,14600000.0,indonesia,228700.0,342400.0,cinema & actors/actresses,unknown,1.5664383561643835,0,cinema & actors/actresses,Mid,0.02331558656140995,0.01800787401574803,0.02433324385352682
546,dylansprouse,Dylan Sprouse,9100000.0,united states,352500.0,553400.0,cinema & actors/actresses,unknown,3.8736263736263736,1,cinema & actors/actresses,Micro,0.013218285294657609,0.027755905511811025,0.040992278419049726
547,sav.labrant,Savannah Rose LaBrant,7100000.0,united states,518799.99999999994,693900.0,family,lifestyle,7.307042253521126,1,family,Micro,0.00954653937947494,0.0408503937007874,0.05208514266765621
548,riteishd,Riteish Deshmukh,15300000.0,india,272700.0,318600.0,cinema & actors/actresses,unknown,1.7823529411764707,0,cinema & actors/actresses,Mid,0.024600697631723886,0.02147244094488189,0.0224541679167522
549,ozuna,@ozutochi 🔜,22500000.0,spain,160700.0,215600.0,unknown,unknown,0.7142222222222222,0,unknown,Mid,0.03781898292638149,0.012653543307086615,0.014322032560122535
550,xsqueezie,xsqueezie,7900000.0,france,526400.0,615600.0,lifestyle,unknown,6.663291139240507,1,lifestyle,Micro,0.011015237745548008,0.041448818897637796,0.04590314074120861
551,emiliamernes,Emilia Mernes,6200000.0,argentina,415000.0,781000.0,unknown,unknown,6.693548387096775,1,unknown,Micro,0.007894253717642739,0.03267716535433071,0.0589619289740877
552,nehasharmaofficial,Neha Sharma 💫,14800000.0,india,280700.0,322500.0,cinema & actors/actresses,unknown,1.8966216216216216,0,cinema & actors/actresses,Mid,0.02368276115292822,0.022102362204724408,0.02276208372151779
554,srinidhi_shetty,Srinidhi Shetty 🌸,4400000.0,india,818600.0,1100000.0,beauty,cinema & actors/actresses,18.604545454545455,1,beauty,Micro,0.004589682393978336,0.06445669291338582,0.08414786274850385
555,shreyaghoshal,shreyaghoshal,24800000.0,india,171200.0,191200.0,unknown,unknown,0.6903225806451613,0,unknown,Mid,0.042041490728841564,0.013480314960629921,0.012395584961076284
556,memezar,MEMEZAR • Comedy and Culture,23000000.0,united states,137200.0,204500.0,cinema & actors/actresses,unknown,0.5965217391304347,0,cinema & actors/actresses,Mid,0.038736919405177164,0.010803149606299212,0.013445656808097397
557,chloegmoretz,Chloë Grace Moretz,21500000.0,united states,163200.0,218300.0,cinema & actors/actresses,unknown,0.7590697674418605,0,cinema & actors/actresses,Mid,0.03598310996879016,0.012850393700787402,0.014535205040344865
558,warriors,Golden State Warriors,25500000.0,united states,132000.0,183000.0,lifestyle,sports with a ball,0.5176470588235295,0,lifestyle,Mid,0.0433266017991555,0.010393700787401575,0.01174817224336402
559,gusttavolima,🏛 Gusttavo Lima 🏛,44000000.0,brazil,64700.0,107200.0,unknown,unknown,0.14704545454545453,0,unknown,Mid,0.07729025151459519,0.005094488188976378,0.005763552243048208
560,kun11xd,KUN,6900000.0,indonesia,552500.0,689600.0,lifestyle,unknown,8.007246376811594,1,lifestyle,Micro,0.009179364787956673,0.04350393700787401,0.05174564575470953
561,lukehemmings,Luke Hemmings,7900000.0,united states,351700.0,599700.0,unknown,unknown,4.451898734177216,1,unknown,Micro,0.011015237745548008,0.027692913385826773,0.044647791691010436
562,juansguarnizo,Juan Sebastián Guarnizo,6300000.0,mexico,683700.0,748700.0,lifestyle,unknown,10.852380952380953,1,lifestyle,Micro,0.008077841013401872,0.05383464566929134,0.056411754488465
563,amauryguichon,Amaury Guichon,9500000.0,united states,404000.0,492300.0,food & cooking,unknown,4.252631578947368,1,food & cooking,Micro,0.013952634477694143,0.03181102362204724,0.036168264144388826
564,phoebejtonkin,Phoebe Tonkin,8400000.0,united states,388300.0,554100.0,beauty,cinema & actors/actresses,4.622619047619048,1,beauty,Micro,0.011933174224343675,0.0305748031496063,0.041047545358366626
565,nita_shilimkar,Nita Shilimkar,11500000.0,india,301800.0,398600.0,lifestyle,fashion,2.624347826086957,1,lifestyle,Mid,0.017624380392876813,0.023763779527559054,0.028770389552969414
566,gessicakayane,GKAY,20000000.0,brazil,111700.0,231200.0,shows,humor & fun & happiness,0.5585,0,shows,Mid,0.03322930053240316,0.00879527559055118,0.015553695779184891
567,nessabarrett,ness,7300000.0,united states,470700.0,637900.0,lifestyle,unknown,6.447945205479452,1,lifestyle,Micro,0.009913713970993207,0.037062992125984254,0.04766378752230416
568,liverpoolfc,Liverpool Football Club,40300000.0,united kingdom,81000.0,113100.0,sports with a ball,unknown,0.20099255583126552,0,sports with a ball,Mid,0.07049752157150725,0.006377952755905512,0.006229373588719228
569,dew_jsu,2000,6300000.0,indonesia,544500.0,732300.0,beauty,lifestyle,8.642857142857142,1,beauty,Micro,0.008077841013401872,0.0428740157480315,0.05511692905304047
570,itsmarziapie,Marzia Kjellberg,8300000.000000001,united states,450100.0,549900.0,beauty,lifestyle,5.42289156626506,1,beauty,Micro,0.011749586928584544,0.035440944881889765,0.040715943722465224
571,lizakoshy,Liza Koshy,20200000.0,united states,167000.0,222400.0,cinema & actors/actresses,unknown,0.8267326732673268,0,cinema & actors/actresses,Mid,0.03359647512392142,0.013149606299212599,0.014858911399200998
572,hztttao,Z.TAO🔴黄子韬,11300000.0,indonesia,357900.0,398300.0,unknown,unknown,3.1672566371681414,1,unknown,Mid,0.017257205801358547,0.028181102362204724,0.0287467037218336
573,pozevidalouca,Poze Do Rodo 🤑,8199999.999999999,brazil,223100.0,560800.0,lifestyle,unknown,2.7207317073170736,1,lifestyle,Micro,0.011565999632825407,0.017566929133858267,0.04157652892039981
574,icc,ICC,24100000.0,india,153900.0,184600.0,sports with a ball,unknown,0.6385892116182573,0,sports with a ball,Mid,0.04075637965852763,0.012118110236220472,0.011874496676088364
575,sushitrash,JOJI,6500000.0,united states,570600.0,698100.0,unknown,unknown,8.778461538461539,1,unknown,Micro,0.00844501560492014,0.04492913385826772,0.05241674430355761
576,hugogloss,Hugo Gloss,20300000.0,brazil,110900.0,218700.0,literature & journalism,humor & fun & happiness,0.5463054187192118,0,literature & journalism,Mid,0.03378006241968056,0.008732283464566929,0.014566786148525952
577,donya,Donya,15300000.0,iran,194200.0,308600.0,lifestyle,unknown,1.269281045751634,0,lifestyle,Mid,0.024600697631723886,0.015291338582677165,0.021664640212225045
578,lilyrose_depp,Lily-Rose Depp,6700000.0,united states,421700.0,662800.0,modeling,unknown,6.294029850746269,1,modeling,Micro,0.008812190196438406,0.03320472440944882,0.04962971150657677
579,sportscenter,SportsCenter,31800000.0,united states,76600.0,137300.0,sports with a ball,shows,0.24088050314465412,0,sports with a ball,Mid,0.05489260143198091,0.006031496062992126,0.008140030633674935
580,leejen_o_423,LEE JENO,2200000.0,united states,0.0,2300000.0,unknown,unknown,0.0,0,unknown,Micro,0.0005507618872774004,0.0,0.17889118729176207
581,asabopp,Asa Butterfield,5700000.0,brazil,521700.00000000006,762700.0,cinema & actors/actresses,unknown,9.15263157894737,1,cinema & actors/actresses,Micro,0.006976317238847072,0.04107874015748032,0.05751709327480301
582,naileadevora,nai,5300000.0,united states,560600.0,828500.0,lifestyle,unknown,10.577358490566038,1,lifestyle,Micro,0.006241968055810538,0.04414173228346457,0.06271218557059167
583,actorprabhas,Prabhas,8800000.0,india,443300.0,496300.0,shows,cinema & actors/actresses,5.0375000000000005,1,shows,Micro,0.01266752340738021,0.03490551181102362,0.03648407522619969
584,amitabhbachchan,Amitabh Bachchan,31100000.0,india,119600.0,138300.0,cinema & actors/actresses,unknown,0.3845659163987138,0,cinema & actors/actresses,Mid,0.053607490361666975,0.009417322834645669,0.00821898340412765
585,missasinfonia,MissaSinfonia,5800000.0,mexico,667400.0,747700.0,cinema & actors/actresses,unknown,11.506896551724138,1,cinema & actors/actresses,Micro,0.007159904534606206,0.052551181102362204,0.05633280171801228
586,sandrinna_11,Drinna 🖤,10700000.0,indonesia,311100.0,396800.0,lifestyle,unknown,2.9074766355140187,1,lifestyle,Mid,0.016155682026803744,0.024496062992125985,0.028628274566154525
587,theellenshow,Ellen DeGeneres,125100000.0,united states,28400.0,34200.0,shows,cinema & actors/actresses,0.02270183852917666,0,shows,Mega,0.22617954837525242,0.002236220472440945,0.0
588,jeonghaniyoo_n,윤정한,3600000.0,iran,935400.0,1200000.0,lifestyle,unknown,25.983333333333334,1,lifestyle,Micro,0.003120984027905269,0.07365354330708661,0.09204313979377536
589,memphisdepay,Memphis Depay,15400000.0,france,155700.0,277200.0,sports with a ball,unknown,1.011038961038961,0,sports with a ball,Mid,0.024784284927483018,0.01225984251968504,0.01918552322000979
590,aishwaryaraibachchan_arb,AishwaryaRaiBachchan,10400000.0,india,318200.0,406600.0,cinema & actors/actresses,unknown,3.0596153846153844,1,cinema & actors/actresses,Mid,0.015604920139526345,0.02505511811023622,0.029402011716591136
591,otabek_muhammadalievich,Otabek Umarov,20000000.0,russia,157400.0,211900.0,unknown,unknown,0.787,0,unknown,Mid,0.03322930053240316,0.012393700787401575,0.014029907309447488
592,pedri,Pedri González,7100000.0,spain,0.0,598500.0,sports with a ball,unknown,0.0,0,sports with a ball,Micro,0.00954653937947494,0.0,0.04455304836646718
593,reesewitherspoon,Reese Witherspoon,28300000.0,united states,124400.0,149200.0,cinema & actors/actresses,unknown,0.43957597173144874,0,cinema & actors/actresses,Mid,0.04846704608041123,0.009795275590551182,0.009079568602062247
594,marcusrashford,Marcus Rashford MBE,12800000.0,united kingdom,206600.0,326900.0,sports with a ball,unknown,1.6140625,0,sports with a ball,Mid,0.02001101523774555,0.01626771653543307,0.023109475911509737
595,matue,matue,8100000.0,brazil,288800.0,530600.0,lifestyle,sports with a ball,3.565432098765432,1,lifestyle,Micro,0.011382412337066276,0.022740157480314962,0.03919215525272782
596,alexadellanos,Alexa Dellanos,9800000.0,united states,276500.0,432600.0,lifestyle,unknown,2.821428571428571,1,lifestyle,Micro,0.014503396364971544,0.021771653543307085,0.03145478374836173
597,faz3,Fazza,14700000.0,united arab emirates,221100.0,289900.0,lifestyle,unknown,1.5040816326530613,0,lifestyle,Mid,0.023499173857169084,0.017409448818897638,0.020188223404759273
598,ronaldo,Ronaldo,23500000.0,brazil,103400.0,178300.0,sports with a ball,unknown,0.44,0,sports with a ball,Mid,0.03965485588397283,0.008141732283464567,0.011377094222236258
599,araikgalstyanmoscowschool,ＡＲＡＩＫ  ＧＡＬＳＴＹＡＮ®️,16300000.0,turkey,197600.0,255700.0,beauty,unknown,1.2122699386503069,0,beauty,Mid,0.026436570589315218,0.015559055118110236,0.017488038655276414
600,l7nnon,L7,8800000.0,brazil,200900.0,477200.0,lifestyle,unknown,2.2829545454545452,1,lifestyle,Micro,0.01266752340738021,0.015818897637795277,0.03497607731055283
602,avrillavigne,Avril Lavigne,11700000.0,brazil,284500.0,354200.0,cinema & actors/actresses,fashion,2.4316239316239314,1,cinema & actors/actresses,Mid,0.01799155498439508,0.022401574803149606,0.02526488654486886
603,karelyruiz,Karely Ruiz,7000000.0,mexico,472400.0,593000.0,lifestyle,unknown,6.748571428571429,1,lifestyle,Micro,0.009362952083715808,0.03719685039370079,0.04411880812897725
604,rizkybillar,Muhammad Rizky Billar,12900000.0,indonesia,248500.0,321000.0,shows,beauty,1.9263565891472867,0,shows,Mid,0.02019460253350468,0.01956692913385827,0.022643654565838715
605,victoriajustice,Victoria Justice,22900000.0,united states,131100.0,179400.0,cinema & actors/actresses,modeling,0.5724890829694324,0,cinema & actors/actresses,Mid,0.038553332109418026,0.010322834645669292,0.011463942269734245
606,vousmevoyez,KRYSTAL,10400000.0,indonesia,304700.0,395200.0,cinema & actors/actresses,unknown,2.9298076923076923,1,cinema & actors/actresses,Mid,0.015604920139526345,0.023992125984251968,0.02850195013343018
607,zoeisabellakravitz,Zoë Kravitz,8400000.0,united states,323300.0,490400.0,cinema & actors/actresses,unknown,3.848809523809524,1,cinema & actors/actresses,Micro,0.011933174224343675,0.02545669291338583,0.03601825388052867
608,egupta,Esha Gupta,11600000.0,india,280600.0,351300.0,lifestyle,cinema & actors/actresses,2.418965517241379,1,lifestyle,Mid,0.017807967688635948,0.02209448818897638,0.025035923510555985
609,catherinemcbroom,Catherine Paiz,7300000.0,united states,329500.0,565900.0,family,unknown,4.513698630136986,1,family,Micro,0.009913713970993207,0.02594488188976378,0.04197918804970866
610,malutrevejo,Malú 🦋 222🎤,11500000.0,united states,197200.0,353800.0,unknown,unknown,1.7147826086956524,0,unknown,Mid,0.017624380392876813,0.01552755905511811,0.025233305436687774
611,elmarianaa,El Mariana,4500000.0,mexico,809500.0,919400.0,unknown,unknown,17.988888888888887,1,unknown,Micro,0.00477326968973747,0.06374015748031496,0.06988899240474349
612,avengers,Avengers,13600000.0,india,238800.0,299100.0,cinema & actors/actresses,unknown,1.7558823529411764,0,cinema & actors/actresses,Mid,0.021479713603818614,0.018803149606299214,0.020914588892924253
613,skaijackson,S K A I,8000000.0,united states,290500.0,512700.00000000006,lifestyle,unknown,3.6312499999999996,1,lifestyle,Micro,0.01119882504130714,0.022874015748031495,0.03777890066162422
614,iam_linyi,我是林一同学,4000000.0,indonesia,781000.0,1000000.0,unknown,unknown,19.525000000000002,1,unknown,Micro,0.003855333210941803,0.06149606299212598,0.07625258570323233
615,yihyun_1208,조이현 cho yihyun,5200000.0,south korea,618900.0,783400.0,lifestyle,unknown,11.901923076923076,1,lifestyle,Micro,0.006058380760051404,0.04873228346456693,0.05915141562317422
616,nickjonas,Nick Jonas,33100000.0,united states,86100.0,122500.0,unknown,unknown,0.26012084592145013,0,unknown,Mid,0.057279236276849645,0.006779527559055118,0.0069715296309747505
617,everyone_woo,Wonwoo,3400000.0,indonesia,935500.0,1200000.0,unknown,unknown,27.514705882352942,1,unknown,Micro,0.002753809436387002,0.07366141732283464,0.09204313979377536
618,aleoliveiracm,Alê Oliveira,8500000.0,brazil,198000.0,507900.0,humor & fun & happiness,unknown,2.329411764705882,1,humor & fun & happiness,Micro,0.012116761520102808,0.015590551181102362,0.037399927363451185
619,nikkietutorials,NikkieTutorials,16500000.0,united states,178000.0,242200.0,beauty,unknown,1.0787878787878786,0,beauty,Mid,0.026803745180833487,0.014015748031496062,0.01642217625416476
620,centralcee,📲,4400000.0,united kingdom,373400.0,914700.0,lifestyle,unknown,8.486363636363636,1,lifestyle,Micro,0.004589682393978336,0.029401574803149606,0.06951791438361572
621,andreavaldirisos,ANDREA VALDIRI 🇨🇴,8700000.0,colombia,326900.0,465000.0,lifestyle,beauty,3.7574712643678163,1,lifestyle,Micro,0.012483936111621076,0.02574015748031496,0.0340128535110297
622,pledis_boos,승관 SEUNGKWAN,4500000.0,indonesia,732300.0,888400.0,unknown,unknown,16.273333333333333,1,unknown,Micro,0.00477326968973747,0.05766141732283465,0.0674414565207093
623,jenna_chew,JENNA 周甄娜,7900000.0,united states,414700.0,506200.0,fitness & gym,unknown,5.2493670886075945,1,fitness & gym,Micro,0.011015237745548008,0.03265354330708661,0.03726570765368157
624,simaria,Simaria Mendes,28300000.0,brazil,96500.0,140400.0,unknown,unknown,0.3409893992932862,0,unknown,Mid,0.04846704608041123,0.007598425196850393,0.008384784222078353
625,romanreigns,Joe Anoai aka “Roman Reigns”,6600000.0,india,471800.0,612400.0,lifestyle,unknown,7.148484848484848,1,lifestyle,Micro,0.008628602900679273,0.0371496062992126,0.04565049187575992
626,netflixbrasil,Netflix Brasil,32600000.0,brazil,70700.0,120800.0,shows,cinema & actors/actresses,0.21687116564417178,0,shows,Mid,0.056361299798053974,0.005566929133858267,0.006837309921205135
627,piawurtzbach,Pia Wurtzbach,13800000.0,philippines,234500.0,282800.0,beauty,modeling,1.6992753623188406,0,beauty,Mid,0.021846888195336884,0.01846456692913386,0.019627658734544993
628,soueunavida,Sou Eu Na Vida,18100000.0,brazil,114500.0,218500.0,humor & fun & happiness,unknown,0.6325966850828729,0,humor & fun & happiness,Mid,0.02974114191297962,0.009015748031496063,0.01455099559443541
629,kenzie,kenzie ♡,14800000.0,united states,171200.0,260500.0,unknown,unknown,1.156756756756757,0,unknown,Mid,0.02368276115292822,0.013480314960629921,0.017867011953449446
630,ozgecangurelofficial,Özge Gürel,5800000.0,turkey,553200.0,679900.0,cinema & actors/actresses,unknown,9.537931034482758,1,cinema & actors/actresses,Micro,0.007159904534606206,0.043559055118110236,0.050979803881318196
631,adinross,adinross,3600000.0,united states,607600.0,1200000.0,unknown,unknown,16.877777777777776,1,unknown,Micro,0.003120984027905269,0.04784251968503937,0.09204313979377536
632,realcoleworld,Cole World,7700000.0,united states,266400.0,506400.0,unknown,unknown,3.45974025974026,1,unknown,Micro,0.010648063154029741,0.020976377952755906,0.03728149820777211
633,mancity,Manchester City,34300000.0,united kingdom,83000.0,112100.0,sports with a ball,unknown,0.24198250728862972,0,sports with a ball,Mid,0.05948228382595924,0.006535433070866142,0.006150420818266513
634,perspolis,Persepolis,8300000.000000001,iran,335200.0,476400.0,sports with a ball,unknown,4.038554216867469,1,sports with a ball,Micro,0.011749586928584544,0.026393700787401574,0.03491291509419066
635,lacasadepapel,La Casa de Papel,12600000.0,brazil,202500.0,304400.0,cinema & actors/actresses,shows,1.607142857142857,0,cinema & actors/actresses,Mid,0.019643840646227283,0.01594488188976378,0.021333038576323644
636,cvillaloboss,CARMEN VILLALOBOS,20500000.0,colombia,151400.0,186700.0,shows,cinema & actors/actresses,0.7385365853658536,0,shows,Mid,0.034147237011198824,0.011921259842519684,0.012040297494039065
637,jeromepolin,Jerome Polin Sijabat ジェローム,7000000.0,indonesia,379000.0,555500.0,education,humor & fun & happiness,5.414285714285715,1,education,Micro,0.009362952083715808,0.02984251968503937,0.041158079237000426
638,sarahhyland,Sarah Hyland,9900000.0,united states,310100.0,387700.0,cinema & actors/actresses,lifestyle,3.132323232323232,1,cinema & actors/actresses,Micro,0.014686983660730677,0.02441732283464567,0.027909804355034817
639,dejesusoficial,Gabriel Jesus,18400000.0,brazil,132400.0,205000.0,sports with a ball,unknown,0.7195652173913043,0,sports with a ball,Mid,0.030291903800257022,0.010425196850393701,0.013485133193323754
640,aliandooo,Aliando Syarief,17100000.0,indonesia,144100.0,229900.0,cinema & actors/actresses,unknown,0.842690058479532,0,cinema & actors/actresses,Mid,0.027905268955388286,0.011346456692913386,0.015451057177596362
641,aslisona,Sonakshi Sinha,23300000.0,india,134400.0,162600.0,cinema & actors/actresses,lifestyle,0.5768240343347639,0,cinema & actors/actresses,Mid,0.039287681292454565,0.010582677165354331,0.010137535726128629
